Product ID,Brand,Model,Display Name,Description,Type,Gender,Material,Retail Price,Colorway,Primary Color,Secondary Color,Thumbnail URL,StockX Link
P0948,Jordan,Jordan 4 Retro,Jordan 4 Retro White Cement (2025) (TD),"Scaled down for little feet with big style, the Jordan 4 Retro White Cement (2025) (TD) brings an icon to the toddler lineup in the beloved Summit White/Fire Red-Tech Grey-Black palette. The premium look channels the original ""White Cement"" DNA with speckled Tech Grey wings and midsole detailing, crisp white panels, and bold hits of Fire Red and Black for contrast. A padded collar and soft interior lining keep growing feet comfortable, while the heel pull tab makes on-and-off a breeze. Elastic laces and a wide opening help parents secure the fit quickly, and classic Jumpman branding on the tongue and heel completes the heritage vibe. Built for playground-ready durability, this toddler-sized Jordan 4 features a sturdy upper and a lightweight foam midsole that cushions every step without weighing them down. The rubber outsole uses flexible grooves for better grip and natural movement, supporting early walkers as they explore. Style ID IB4387-100 and the 2025-05-24 release date make this a must-have for collectors introducing the next generation to a legend, while the clean, versatile colorway pairs effortlessly with everyday outfits. From photo-ready moments to weekend adventures, this pair delivers iconic Air Jordan energy in a kid-friendly package. Our team thinks this product is great for parents who want heritage style with easy-on convenience and dependable comfort; our team loves this product because it blends classic White Cement looks with toddler-smart details that stand up to daily wear.",basketball,kids,"Rubber, Foam",85,Summit White/Fire Red-Tech Grey-Black,White,Black,https://images.stockx.com/images/Air-Jordan-4-Retro-White-Cement-2025-TD.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1747768026,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fair-jordan-4-retro-white-cement-2025-td
P0949,Jordan,Jordan 4 Retro,Jordan 4 Retro Metallic Gold (Women's),"The Jordan 4 Retro Metallic Gold (Women's) paints the Air Jordan 4 Retro in off-white Sail and upgrades the recognizable silhouette with gold accents. The Sail upper, outsole, and midsole provide a monochromatic base that allows the metallic gold eyelets to shine. The AJ 4 features a total of four metallic gold eyelets  two on each side of the lace cage. While the upper is primarily composed of smooth leather, the quarter panel displays mesh that provides an airy feel. The midsole houses a visible Air unit in the heel, which adds responsive cushioning without weighing down the shoe. In terms of branding, the Jumpman logo can be found on the tongue and heel counter in Sail. Our StockX experts appreciate the addition of a gold Jumpman logo underfoot. It creates a surprise pop of color without a metallic sheen. The womens size Jordan 4 Retro Metallic Gold (Women's) was released on March 9th, 2024, and retailed at $200.",basketball,women,"Leather, Mesh",200,Sail/Metallic Gold/Black,White,Gold,https://images.stockx.com/images/Air-Jordan-4-Retro-Metallic-Gold-Womens-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fair-jordan-4-retro-metallic-gold-womens
P0950,Jordan,Jordan 9 Retro,Jordan 9 Retro White Gym Red,"The Air Jordan 9 Retro White Gym Red boasts a tumbled leather exterior, and a striped inner bootie with a traditional tricolor scheme. It displays Internal support straps and a one-pull lace. The Air-Sole, which is branded with a black Jumpman logo on the heel, is perched on top of a multi-directionally pattern-covered solid rubber outsole. Red patent leather is used on the retro design's heel, collar, and mudguard, which has a white leather upper overall. The sneaker also features molded eyelets and a white #23 branding at the pull tab. The Air Jordan 9 Retro White Gym Red was launched on 5 October 2019 and retailed at a price of $190.",lifestyle,men,"Leather, Rubber",190,White/Black-Gym Red,White,Black,https://images.stockx.com/images/Air-Jordan-9-Retro-White-Gym-Red-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fair-jordan-9-retro-white-gym-red
P0951,Jordan,Jordan 4 Retro,Jordan 4 Retro Pure Money (2017),"The Jordan 4 Retro Pure Money (2017) refreshes the Air Jordan 4 with pure, brilliant white. In May 2017, this silhouette was the latest in a series of Air Jordan 4 releases. This sneaker resembles the 2005 Pure Money with a few touch-ups, like chrome eyelets. Jordan 4 Retro Pure Money (2017) released in May of 2017 and retailed for $190.",basketball,men,Leather,190,White/Metallic Silver-Pure Platinum,White,Grey,https://images.stockx.com/images/Air-Jordan-4-Retro-Pure-Money-2017-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fair-jordan-4-retro-pure-money-2017
P0952,adidas,adidas Handball Spezial,adidas Handball Spezial Bright Red Clear Pink (Women's),"The adidas Handball Spezial Bright Red Clear Pink (Women's) is an elegant lifestyle sneaker that takes its inspiration from handball sneakers from the 1970s. This updated shoe specifically sized for women offers classic comfort in an eye-catching colorway. The Bright Red Clear Pink colorway of the Women's adidas Handball Spezial features an upper primarily of a warm red hue. Red suede serves as the base of the upper as well as the overlays on the toe, eye stays, and heel. Light pink suede is used for the construction of the heel tab and the iconic adidas three stripes along the side panel. The laces are pink and the sock liner is red. Spezial branding with an adidas trefoil adorns the top of the third stripe on the lateral side. What our shoe experts enjoy most about this sneaker is the intricately patterned sole unit. The gum rubber of the midsole sports embossed triangles and embossed adidas trefoil branding. The gum rubber outsole is grooved with circles for traction. The adidas Handball Spezial Bright Red Clear Pink (Women's) was released on November 17, 2023, for a retail price of $110.",lifestyle,women,"Suede, Rubber",110,Bright Red/Clear Pink/Gum,Red,Pink,https://images.stockx.com/images/adidas-Handball-Spezial-Bright-Red-Clear-Pink-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fadidas-handball-spezial-bright-red-clear-pink-womens
P0953,adidas,adidas Gazelle Indoor,adidas Gazelle Indoor Sandy Pink (Women's),"The adidas Gazelle Indoor Sandy Pink (Women's) gives the Gazelle Indoor a pastel makeover with a Sandy Pink base and accents in Cloud White. Originally designed as an indoor training shoe, this women's-sized adidas Gazelle model in Sandy Pink stays true to its sporty roots with a grippy outsole made of durable gum rubber. The retro-inspired design includes pops of Cloud White on smooth leather accents, including the heel mustache and the 3-Stripes logo on the side panels. The suede upper and toebox overlay come in Sandy Pink and give the sneaker a luxe, velvety finish. A front lace closure secures the fit and houses Sandy Pink laces. Our experts like the metallic gold branding details, including the ""adidas"" and ""GAZELLE"" lettering because they contribute to the sneakers premium aesthetic and set the shoe apart from more sporty models. The adidas Gazelle Indoor Sandy Pink (Women's) was released on June 1, 2024, and sold for $120.",lifestyle,women,"Leather, Suede, Rubber",120,Sandy Pink/Cloud White/Gum,Pink,White,https://images.stockx.com/images/adidas-Gazelle-Indoor-Sandy-Pink-Womens-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fadidas-gazelle-indoor-sandy-pink-womens
P0954,Jordan,Jordan 4 Retro,Jordan 4 Retro Military Blue (2024) (GS),"The Air Jordan 4 Retro Military Blue 2024 GS marks the return of a storied colorway, re-released for the first time in 12 years and brimming with anticipation. This sneaker is an ode to the heritage and timeless design that the Air Jordan 4 represents, rendered in the classic off-white and neutral grey, punctuated by striking military blue accents. This sneaker is a revival of a beloved classic in grade school sizing thats poised to excite a new generation of sneaker aficionados who crave a sneaker with a story. This Air Jordan 4 features the iconic mesh netting, supportive wings and the Air unit that changed the game, these kicks are outfitted with all the groundbreaking features that made the original a court legend. Now in grade school sizes, the industrial blue hits not only bring a pop of color but also pay tribute to the sneaker's storied past, ensuring that the legacy lives on in the playground as well as on the courts. On April 11, 2024, the Air Jordan 4 Retro Military Blue 2024 GS released for a retail price of $160, offering a fresh opportunity to embrace a revered colorway. This beloved sneaker and colorway is a bridge between eras, inviting young fans to step into the history and culture of the Jordan brand. For the kids who lace these up, it's an opportunity to carry forward the legacy of greatness, all while making their own mark in these iconic shoes.",basketball,kids,Mesh,160,Off-White/Military Blue/Neutral Grey,White,Blue,https://images.stockx.com/images/Air-Jordan-4-Retro-Military-Blue-2024-GS-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fair-jordan-4-retro-military-blue-2024-gs
P0955,Jordan,Jordan 1 Retro High OG,Jordan 1 Retro High OG Metallic Gold (Women's),"The Jordan 1 Retro High OG Metallic Gold (Women's) adds gold details and a white leather upper to the iconic Jordan 1 silhouette. The sneaker features a retro, high-top design, inspired by the original Air Jordan 1, with leather overlays in Tonal White. Metallic Gold can be found across the Swooshes on the side panels, around the collar, and on the Jordan Wings logo. In addition, the tongue boasts a logo tag with a clean white base and Metallic Gold stitching. Like other versions of the Jordan 1 Retro High OG, the Metallic Gold variation features perforations across the vamp that allow the foot to breathe. The rubber outsole comes in Gum Light Brown and complements the gold accents. Our StockX experts like the gold-tone lace charm, which hangs from a metal chain and displays Nike Air branding. The womens size Jordan 1 Retro High OG Metallic Gold (Women's) was released on February 14th, 2024, and retailed at $180.",basketball,women,"Leather, Rubber",180,White/Metallic Gold/Gum Light Brown,White,Gold,https://images.stockx.com/images/Air-Jordan-1-Retro-High-OG-Metallic-Gold-Womens-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fair-jordan-1-retro-high-og-metallic-gold-womens
P0956,adidas,adidas Campus 00s,adidas Campus 00s Camp Core Black,"The adidas Campus 00s Camp Core Black Core Black Core Black doubles down on early 2000s skate and street nostalgia with a fully monochrome Core Black execution. The chunky proportions and padded tongue reflect the era that made the Campus 00s a staple, while the triple black color story keeps it versatile and understated. Suede textures add depth across the upper, giving the shoe that familiar broken in feel fans associate with the model. What keeps this pair in rotation is its balance of attitude and simplicity. The exaggerated shape nods to skate culture and baggy denim aesthetics, yet the all black finish makes it easy to style with almost anything. It carries that relaxed confidence that defined a generation of streetwear without feeling costume driven. For collectors who appreciate adidas heritage silhouettes reworked through a nostalgic lens, this version captures the essence of the Campus revival. The adidas Campus 00s Camp Core Black Core Black Core Black was released on May 28, 2025 with a retail price of $110.",lifestyle,men,Suede,110,Core Black/Core Black/Core Black,Black,Black,https://images.stockx.com/images/adidas-Campus-00s-Camp-Core-Black-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1767981465,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fadidas-campus-00s-camp-core-black
P0957,Nike,Nike Dunk Low,Nike Dunk Low Lace Soft Pearl (Women's),"Softly refined and effortlessly wearable, the Nike Dunk Low Lace Soft Pearl (Womens) refreshes a streetwear staple with a delicate palette and elevated texture play. The Light Orewood Brown, Coconut Milk, and Soft Pearl colorway creates a layered look that pairs easily with everyday fits while still turning heads. Classic Dunk DNA shows up in the padded collar, perforated toe box, and sturdy cupsole, while the ""Lace"" treatment brings nuanced detailing that adds depth without overpowering the clean lines. Underfoot, the durable rubber outsole with heritage pivot circles delivers reliable traction and a smooth ride for all-day comfort, whether youre on the move or styling for a night out. Designed to be a versatile anchor in any rotation, this womens Dunk Low balances a timeless profile with modern finesse. The low-cut silhouette sits neatly at the ankle, the foam midsole cushions each step, and the crisp paneling gives the color blocking room to shine. From denim and tees to tailored skirts, it slots seamlessly into your wardrobe, offering an easy way to introduce soft neutrals and subtle contrast. Marked with style code HJ5870-100 and releasing August 1, 2025, the Nike Dunk Low Lace Soft Pearl is poised to become a go-to for fans of minimalist tones and classic court heritage reimagined for lifestyle wear. Our team loves this product because its gentle hues and refined detailing make it incredibly versatile, and it elevates everyday outfits with zero effort.",lifestyle,women,"Rubber, Foam",135,Light Orewood Brown/Coconut Milk/Soft Pearl,Brown,White,https://images.stockx.com/images/Nike-Dunk-Low-Lace-Soft-Pearl-Womens-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1753120558,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fnike-dunk-low-lace-soft-pearl-womens
P0958,adidas,adidas AE 2,adidas AE 2 Christmas,"The adidas AE 2 Georgia Bulldogs brings collegiate energy into Anthony Edwards signature silhouette through a bold and team inspired colorway. Core black sets a strong base, while lucid red and lucid lemon accents add vibrant contrast that reflects the Bulldogs identity. The structure feels dynamic and performance driven, aligning with Edwards explosive style of play. Fans of AE signature releases appreciate how each colorway connects performance footwear with cultural and team influence. The mix of colors gives it a standout presence on and off the court. It is a sneaker that reflects both athletic performance and school pride in a cohesive design. The adidas AE 2 Georgia Bulldogs was released on December 20, 2025 with a retail price of $130.",lifestyle,men,Leather,130,Core Black/Lucid Red/Lucid Lemon,Black,Red,https://images.stockx.com/images/adidas-AE-2-Georgia-Bulldogs-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1770995640,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fadidas-ae-2-georgia-bulldogs
P0959,Nike,Nike Book 1,Nike Book 1 1995 All-Star,"The Nike Book 1 1995 All-Star is a vibrant performance shoe that pays homage to the Phoenix Suns basketball team. This iteration of the Nike Book 1 has a base of Wild Berry purple mesh that forms the sides and heel area. Wild Berry suede forms the toe box and toe cap, with perforations located directly under the laces for added breathability. Shiny black Swooshes adorn each side with Dusty Cactus blue outlines, which match the laces. Book branding is found on the tongue, while the Bright Mandarin heel pull tab contains the words ""Chapter One."" A white and blue ""1"" is also found on the lateral toe, and three orange stars on the lateral heel. The shoe features a black midsole and an orange outsole. Our favorite thing about this shoe is its bright colorway, which is eye-catching no matter how you spin it, and the patterned outsole. The Nike Book 1 1995 All-Star was released on May 2, 2025, for $150.",lifestyle,men,"Suede, Mesh",150,Wild Berry/Dusty Cactus/Bright Mandarin/Black,Purple,Grey,https://images.stockx.com/images/Nike-Book-1-1995-All-Star-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1747005801,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fnike-book-1-1995-all-star
P0960,Jordan,Jordan 1 Retro High,Jordan 1 Retro High Royal Toe,"Jordan Brand adds a twist to a classic with the Jordan 1 Retro High Royal Toe, now available on StockX. Releases like the Shattered Backboard 1 and Bred Toe have shifted all eyes on Jordans ""Black Toe"" inspired colorways. The Royal Toe takes inspiration from the original Jordan 1 Royal colorway (which released in 1985) and adds design elements of the Black Toe 1 to create a familiar, but new dialogue. This AJ 1 features a white and royal leather upper with black leather overlays and detailing. A white midsole, royal outsole, and branded leather tongue tag completes this design. These sneakers released in May of 2020 and retailed for $170 USD.",basketball,men,Leather,170,Black/White-Game Royal-Black,Black,Black,https://images.stockx.com/images/Air-Jordan-1-Retro-High-Black-Game-Royal-Toe-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fair-jordan-1-retro-high-black-game-royal
P0961,Nike,Nike Sabrina 2,Nike Sabrina 2 Iron Grey Sail (Women's),"The Nike Sabrina 2 Iron Grey Sail Womens delivers a calm and controlled look that mirrors Sabrina Ionescus precision driven game. The Sabrina 2 silhouette is built for responsiveness and balance, and the iron grey and sail palette reinforces that mindset with a clean and focused aesthetic. Subtle hits of punch red add energy without disrupting the overall restraint, making the shoe feel serious and intentional rather than flashy. Fans love this pair because it feels pure to the athlete. The Sabrina line is respected for court feel and stability, and this colorway emphasizes those strengths visually. Collectors appreciate how the design stays versatile and wearable while still carrying performance credibility, making it a sneaker that transitions naturally from game play to everyday rotation without losing identity or purpose. The Nike Sabrina 2 Iron Grey Sail Womens was released on April 1, 2025 with a retail price of $130.",lifestyle,women,Leather,130,Iron Grey/Punch Red/Sail,Grey,Red,https://images.stockx.com/images/Nike-Sabrina-2-Iron-Grey-Sail-Womens-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1748459078,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fnike-sabrina-2-iron-grey-sail-womens
P0962,Jordan,Jordan 11 Retro,Jordan 11 Retro Cap and Gown,"Cue up the Vitamin C (what up 90s kids) and grab a pair of the Jordan 11 Retro Cap and Gowns to strut across that graduation stage. Also known as the ""Prom Nights"" these come in a clean all-black colorway, and pay homage to Michael Jordans original design influence of wanting a basketball sneaker that he could also wear off-court, with a nice suit. Representing graduation ceremonies across the country, these ""Cap and Gown"" XIs feature a suede upper with patent leather detailing, a black metal ""Jumpman"" logo on the ankle and rope laces inspired by graduation cords. These released in May of 2018, at, $250 and came exclusively in mens sizes, in special packaging. If youre a fan of the AJ 11, this pair is another must-have.",basketball,men,"Leather, Suede",250,Black/Black-Black,Black,Black,https://images.stockx.com/images/Air-Jordan-11-Retro-Cap-And-Gown-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fair-jordan-11-retro-prom-night
P0963,Nike,Nike Book 1,Nike Book 1 Valley,"The Nike Book 1 Valley captures Devin Bookers connection to Phoenix through a colorway that feels warm, grounded, and personal. The Book 1 silhouette is sleek and controlled, and the Valley theme leans into desert inspired tones that reflect the identity of the city and the calm confidence Booker brings to the court. The mix of sail, clay orange, and court purple feels intentional, giving the shoe a sense of place rather than just another performance look. Fans love this pair because it feels authentic to Bookers story. The Book 1 is designed around balance, precision, and rhythm, and this colorway reinforces that mindset visually. Collectors appreciate how the Valley execution turns a signature sneaker into a narrative piece, one that celebrates environment and identity while still delivering a clean and wearable design that fits naturally into both on court and off court rotation. The Nike Book 1 Valley was released on May 15, 2025 with a retail price of $140.",lifestyle,men,Leather,140,Sail/Clay Orange/Court Purple,White,Orange,https://images.stockx.com/images/Nike-Book-1-Valley-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1747950954,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fnike-book-1-valley
P0964,Reebok,Reebok Board Flip,Reebok Board Flip BBC Ice Cream Pink Lemonade,"The Reebok Board Flip BBC Ice Cream Pink Lemonade delivers a bold and summery take on the skate inspired silhouette through a colorway that feels bright and energetic. The mix of red, pink, and yellow creates a vibrant palette that reflects the playful identity of BBC Ice Cream, while the Board Flip model provides a simple and functional base. The Pink Lemonade theme adds a sense of fun and seasonal energy, making the shoe stand out immediately. Fans gravitate toward colorful releases like this because they bring personality and creativity into everyday footwear. The combination of warm tones gives the sneaker a lively presence that works well for casual styling. The clean structure of the Board Flip allows the colors to take center stage without distraction. BBC Ice Cream collaborations continue to resonate because they prioritize fun and individuality within sneaker design. For collectors, pairs like this represent the brands ability to consistently deliver eye catching colorways that remain rooted in skate and street culture. The Reebok Board Flip BBC Ice Cream Pink Lemonade was released on May 6, 2026 with a retail price of $150.",lifestyle,men,Leather,150,Red/Pink/Yellow,Red,Pink,https://images.stockx.com/images/Reebok-Board-Flip-BBC-Ice-Cream-Pink-Lemonade-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1778510247,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Freebok-board-flip-bbc-ice-cream-pink-lemonade
P0965,Nike,Nike V5 RNR,Nike V5 RNR White Black Metallic Silver (Women's),"The Nike V5 RNR White Black Metallic Silver Womens offers a clean and contrast driven take on the silhouette, pairing a white base with black and metallic silver accents that highlight its layered construction. The design feels crisp and modern, with each panel contributing to the overall depth of the shoe. The structure remains consistent with its running inspired roots. What makes this pair stand out is its balance between simplicity and detail. The white base keeps it fresh and versatile, while the metallic elements add a subtle edge that elevates the look. Nike continues to refine these everyday silhouettes with thoughtful color combinations, and this release reflects that direction well. It is a polished and wearable option with a slightly elevated finish. The Nike V5 RNR White Black Metallic Silver Womens was released on February 17, 2025 with a retail price of $90.",lifestyle,women,Leather,90,White/Black/Metallic Silver/White,White,Black,https://images.stockx.com/images/Nike-V5-RNR-White-Black-Metallic-Silver-Womens-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1746652395,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fnike-v5-rnr-white-black-metallic-silver-womens
P0966,Nike,Nike Air Max Goadome PRM,Nike Air Max Goadome PRM Black Off Noir,"The Nike Air Max Goadome PRM Black Off Noir is a premium iteration of the iconic boot-inspired sneaker. Featuring a sleek all-black upper crafted from high-quality materials, this shoe combines durability with style. The rugged outsole provides excellent traction, making it suitable for various terrains and weather conditions. The Air Max unit in the heel offers superior cushioning and comfort, ensuring all-day wearability. This model showcases Nike's commitment to blending performance and fashion. The Off Noir colorway adds a subtle depth to the black silhouette, creating a sophisticated look that's versatile enough for both casual and more polished outfits. With its robust construction and timeless design, the Air Max Goadome PRM is built to last, offering both functionality and style in one package. We at StockX believe this product is great for those seeking a durable, comfortable, and stylish boot-sneaker hybrid that can withstand the elements while maintaining a sleek urban aesthetic.",lifestyle,men,Leather,220,Black/Off Noir/Vast Grey/Black,Black,Black,https://images.stockx.com/images/Nike-Air-Max-Goadome-PRM-Black-Off-Noir-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1739472393,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fnike-air-max-goadome-prm-black-off-noir
P0967,Nike,Nike Zoom Hyperflight,Nike Zoom Hyperflight Patent Black,"The Nike Zoom Hyperflight Patent Black brings back a futuristic basketball silhouette with a sleek and reflective twist, using patent leather across the upper to create a bold and fluid surface. The black and white color palette keeps the design sharp and high contrast, allowing the sculpted shape to stand out even more. The streamlined build reflects the models original focus on speed and minimal weight. What makes this pair stand out is its distinctive form and finish. The Hyperflight has always leaned into innovation, and the patent treatment amplifies that identity with a glossy and modern feel. Nike continues to revisit unique silhouettes that break away from traditional designs, and this release reflects that direction clearly. It is a statement piece that blends performance heritage with standout aesthetics. The Nike Zoom Hyperflight Patent Black was released on March 20, 2026 with a retail price of $170.",lifestyle,men,Leather,170,Black/White/Black,Black,White,https://images.stockx.com/images/Nike-Zoom-Hyperflight-Patent-Black-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1776443339,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fnike-zoom-hyperflight-patent-black
P0968,adidas,adidas Yeezy 450,adidas Yeezy 450 Cinder,"In a dark brown, monochromatic styling, the adidas Yeezy 450 Cinder utilizes a minimalist two-piece construction to achieve the futurist aesthetic Yeezy has displayed in their most recent silhouettes. A foam sole encompasses a matching sock-like Primeknit upper in a claw-like fashion. Thick rope laces and sock-like collars provide a secure fit. The adidas Yeezy 450 Cinder released in March of 2022 and retailed for $200.",lifestyle,men,"Knit, Foam",210,Cinder/Cinder/Cinder,Brown,Brown,https://images.stockx.com/images/adidas-Yeezy-450-Cinder-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fadidas-yeezy-450-cinder
P0969,adidas,adidas Stan Smith,adidas Stan Smith Triple White,"The minimalist design of the adidas Stan Smith makes it a clean sneaker, regardless of which colors are put on it. But the adidas Stan Smith Triple White is one of the cleanest options of the bunch thanks to the bright shades of white utilized on it. Just like other Stan Smiths, this one has a white leather upper with white laces, a white midsole and outsole, and white adidas branding scattered throughout it. But what separates it from other Stan Smiths is that everything else on this shoe is white, too, including its tongue and heel tab. They're typically covered in other colors to provide contrast for the white on the upper, but they're done up in white here. Our sneaker experts love how clean these Stan Smiths look because of all the white used to create them. The white gives the Stan Smith silhouette an opportunity to shine even more than usual. The adidas Stan Smith Triple White was released on June 15, 2023, when it retailed for $80.",lifestyle,men,Leather,80,White/White/White,White,White,https://images.stockx.com/images/adidas-Stan-Smith-Triple-White-Product.png?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fadidas-stan-smith-triple-white
P0970,Nike,Nike SB Dunk Low,Nike SB Dunk Low Philadelphia Phillies,"Paying homage to the Philadelphia Phillies, the Nike SB Dunk Low Philadelphia Phillies, boasts a Valor blue Durabuck and suede upper, Team Maroon Swooshes, and woven tongue labels with graphics depicting two Philly staples: the Liberty Bell and a Philly cheese steak sandwich. From there, a white and gum brown Nike Zoom sole completes the design. The Nike SB Dunk Low Philadelphia Phillies released in July of 2022 and retailed for $115.",skate,men,Suede,115,Valor Blue/Team Maroon/White/Gum,Blue,Red,https://images.stockx.com/images/Nike-SB-Dunk-Low-Valour-Blue-Team-Maroon-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fnike-sb-dunk-low-valour-blue-team-maroon
P0971,adidas,adidas Yeezy Boost 700,adidas Yeezy Boost 700 Wash Orange,"The adidas Yeezy Boost 700 Wash Orange features a grey leather, suede, and mesh upper with teal panels and reflective underlays. At the base, a thick Wash Orange Boost midsole contrasts cool tones found in the upper. The adidas Yeezy Boost 700 Wash Orange released in October of 2021 and retailed for $250.",lifestyle,men,"Leather, Suede, Mesh",240,Wash Orange/Wash Orange/Wash Orange,Grey,Grey,https://images.stockx.com/images/adidas-Yeezy-Boost-700-Wash-Orange-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fadidas-yeezy-boost-700-wash-orange
