Product ID,Brand,Model,Display Name,Description,Type,Gender,Material,Retail Price,Thumbnail URL,Image 1 URL,Image 2 URL,Image 3 URL,StockX Link,Description Done,Color
P0185,adidas,adidas NMD R1,adidas NMD R1 Grey,"Step into casual confidence with the adidas NMD R1, a lifestyle shoe crafted for everyday wear. The breathable Primeknit upper wraps the foot for a snug, sock-like fit that delivers lasting comfort and flexibility. Clean lines and modern silhouettes give it versatile streetwear style, while a sturdy outsole keeps you grounded during daily routines. Ideal for commuting, relaxed weekends, or city walks, this NMD R1 blends contemporary looks with reliable comfort for the man who favors effortless style.",Lifestyle,men,Primeknit,$140.00 ,https://images.stockx.com/images/adidas-NMD-R1-Grey.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1657956087,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fadidas-nmd-r1-grey,TRUE,Grey
P0186,Reebok,Reebok Nano X1,Reebok Nano X1 Black Orange Aqua,"Reebok Nano X1 men’s training shoe blends everyday style with gym-ready performance. A breathable knit upper provides a flexible, locked-in fit that moves with your foot during strength work, cardio and cross-training sessions. The low-profile design keeps a modern, athletic look while offering the comfort and support you expect from Reebok. Durable construction and grippy outsole deliver stability for varied workouts, making these trainers a versatile choice for men seeking both style and dependable comfort in the gym and beyond.",Training,men,Knit,$130.00 ,https://images.stockx.com/images/Reebok-Nano-X1-Black-Orange-Aqua.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1658730844,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Freebok-nano-x1-black-orange-aqua,TRUE,Black
P0187,Converse,Converse Jack Purcell,Converse Jack Purcell Todd Snyder Navy,"The Converse Jack Purcell is a unisex casual sneaker that blends timeless style with everyday comfort. Crafted in durable canvas, it features the signature smiling toe and clean low-profile silhouette that pairs easily with jeans, dresses or athleisure. Lightweight and breathable, the Jack Purcell is designed for casual wear—running errands, weekend outings, or city strolling—while offering reliable comfort for all-day use. A classic, versatile option that brings iconic Converse character to any wardrobe.",Casual,unisex,Canvas,$65.00 ,https://images.stockx.com/images/Converse-Jack-Purcell-Todd-Snyder-Navy-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/360/Converse-Jack-Purcell-Todd-Snyder-Navy/Images/Converse-Jack-Purcell-Todd-Snyder-Navy/Lv2/img01.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1658816095,https://images.stockx.com/360/Converse-Jack-Purcell-Todd-Snyder-Navy/Images/Converse-Jack-Purcell-Todd-Snyder-Navy/Lv2/img02.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1658816095,https://images.stockx.com/360/Converse-Jack-Purcell-Todd-Snyder-Navy/Images/Converse-Jack-Purcell-Todd-Snyder-Navy/Lv2/img03.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1658816095,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fconverse-jack-purcell-todd-snyder-navy,TRUE,Navy
P0188,Puma,Puma Calibrate Runner Luxe,Puma Calibrate Runner Luxe Black,"The Puma Calibrate Runner Luxe men's running shoe blends modern style with reliable comfort. A breathable mesh upper keeps feet cool on training runs, while the design focuses on a secure fit and responsive feel for running sessions. Clean, refined lines make it equally at home on the sidewalk or in the gym. Lightweight construction and a plush underfoot feel deliver comfort mile after mile, making this pair a stylish, performance-ready choice for everyday running.",Running,men,Mesh,$80.00 ,https://images.stockx.com/images/Puma-Calibrate-Runner-Luxe-Black.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1645206871,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fpuma-calibrate-runner-luxe-black,TRUE,Black
P0189,Vans,Vans Sk8-Hi,Vans Sk8-Hi Black White,"The Vans Sk8-Hi in black and white is a high-top sneaker with a suede-and-canvas upper and a rubber outsole. Stitched panels run across the toe box and side panels, with a white side stripe along each lateral panel. A padded collar provides ankle support. Branding includes the red ""Vans Off The Wall"" logo on the tongue and on the midsole near the heel. Construction and materials make it suitable for skateboarding and everyday casual wear.",Skate,men,Canvas/Suede,$70.00 ,https://images.stockx.com/images/Vans-Sk8-Hi-Black-White-Product.png?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/360/Vans-Sk8-Hi-Black-White/Images/Vans-Sk8-Hi-Black-White/Lv2/img01.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1635320349,https://images.stockx.com/360/Vans-Sk8-Hi-Black-White/Images/Vans-Sk8-Hi-Black-White/Lv2/img02.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1635320349,https://images.stockx.com/360/Vans-Sk8-Hi-Black-White/Images/Vans-Sk8-Hi-Black-White/Lv2/img03.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1635320349,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fvans-sk8-hi-black-white,TRUE,Black/White
P0190,New Balance,New Balance 327,New Balance 327 Beige Workwear,"Step out in the New Balance 327, a men's lifestyle sneaker that blends retro-inspired style with everyday comfort. Constructed from suede and mesh, the upper delivers a premium look with breathable performance, while the iconic oversized 'N' and low-profile silhouette lift any casual outfit. Designed for lifestyle wear, it offers easy all-day comfort and versatile street-ready appeal—ideal for city strolls, weekend plans, or casual office days. A modern classic that pairs fashion-forward style with dependable comfort.",Lifestyle,men,Suede/Mesh,$100.00 ,https://images.stockx.com/images/New-Balance-327-Beige-Workwear-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1748898543,https://images.stockx.com/360/New-Balance-327-Beige-Workwear/Images/New-Balance-327-Beige-Workwear/Lv2/img01.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1748845180,https://images.stockx.com/360/New-Balance-327-Beige-Workwear/Images/New-Balance-327-Beige-Workwear/Lv2/img02.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1748845180,https://images.stockx.com/360/New-Balance-327-Beige-Workwear/Images/New-Balance-327-Beige-Workwear/Lv2/img03.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1748845180,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fnew-balance-327-beige-workwear,TRUE,Beige
P0191,ASICS,ASICS Gel-Excite 8,ASICS Gel-Excite 8 Black Hot Pink (Women's),"Step out in the ASICS Gel-Excite 8, a women's running shoe designed for everyday miles. The lightweight mesh upper keeps feet cool and breathable while the supportive design delivers reliable comfort during runs or casual wear. Sleek lines and contemporary colorways provide versatile style that pairs well with workout gear or streetwear. Built for running, this pair balances breathable materials with a comfortable fit to help you stay confident and comfortable mile after mile.",Running,women,Mesh,$75.00 ,https://stockx-assets.imgix.net/media/Product-Placeholder-Default-20210415.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fasics-gel-excite-8-black-hot-pink-w,TRUE,Pink
P0192,Fila,Fila Memory Superstride 4,Fila Memory Superstride 4 Black,"Fila Memory Superstride 4 delivers a clean, contemporary look for everyday walks. Built for men and constructed with durable synthetic materials, this walking shoe balances athletic style with all-day comfort. The supportive sole and ergonomically shaped upper make it ideal for long strolls or daily errands, while subtle Fila branding keeps the design modern and versatile. Lightweight yet sturdy, the Superstride 4 is a reliable choice when you want style and comfort for your walking routine.",Walking,men,Synthetic,$60.00 ,https://images.stockx.com/images/Fila-Memory-Superstride-4-Black.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1759659289,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Ffila-memory-superstride-4-black,TRUE,White
P0193,Skechers,Skechers Garage,Skechers Garage Blue Orange Black (PS),"Skechers Garage kids running shoes deliver lightweight style and everyday comfort for active youngsters. The breathable Mesh upper keeps feet cool during runs and play, while a supportive shape and flexible sole encourage natural movement on pavement, track, or playground. Clean, sporty styling pairs with practical details for school or weekend workouts. Easy to wear and engineered for comfort, these running shoes offer a reliable, stylish option to keep kids comfortable and confident on the move.",Running,kids,Mesh,$70.00 ,https://images.stockx.com/images/Skechers-Garage-Blue-Orange-Black-PS-v2.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1777352594,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fskechers-garage-blue-orange-black-ps,TRUE,Black
P0194,Nike,Nike Flyknit Trainer+,Nike Flyknit Trainer+ Black White,"The Nike Flyknit Trainer+ is a men's running shoe that blends sleek style with everyday comfort. A breathable Flyknit upper wraps the foot for a lightweight, adaptive fit, while the streamlined silhouette keeps the look modern and versatile. Designed for running and daily training, it offers secure support and responsive movement for miles on the road. Whether you're hitting the track or pairing them with casual outfits, these trainers deliver on both performance and on-trend style.",Running,men,Flyknit,$150.00 ,https://images.stockx.com/images/Nike-Flyknit-Trainer-Black-White.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1771491681,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fnike-flynit-trainer-black-white,TRUE,Black/White
P0195,adidas,adidas Ultra Boost 4.0,adidas Ultra Boost 4.0 Blue Metalic,"Slip into the adidas Ultra Boost 4.0, a men's running shoe that blends street-ready style with everyday comfort. The Primeknit upper hugs the foot for breathable, adaptive support while a sculpted sole delivers plush cushioning ideal for runs or all-day wear. Clean lines and modern detailing make these sneakers as stylish off the pavement as they are functional on it. Lightweight and supportive, they're designed to keep runners comfortable mile after mile.",Running,men,Primeknit,$180.00 ,https://images.stockx.com/images/adidas-Ultra-Boost-Blue-Metalic.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1630543198,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fadidas-ultra-boost-blue-metalic,TRUE,Blue
P0196,Reebok,Reebok Floatride Energy Daily,Reebok Floatride Energy Daily Pure Grey Acid Yellow,"Step into the Reebok Floatride Energy Daily, a men's running shoe built for daily miles. The breathable mesh upper keeps feet cool while offering a secure, lightweight fit. Clean, athletic styling transitions easily from the track to the street, and the supportive midsole delivers comfortable underfoot cushioning for longer runs or everyday wear. With durable construction and a flexible outsole, these sneakers balance style and comfort for runners who want dependable performance and modern looks.",Running,men,Mesh,$100.00 ,https://stockx-assets.imgix.net/media/Product-Placeholder-Default-20210415.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Freebok-floatride-energy-daily-pure-grey-acid-yellow,TRUE,Grey
P0197,Converse,Converse Chuck Taylor All Star 70 Hi,Converse Chuck Taylor All Star 70 Hi Navy Blue Baby Pink,"The Converse Chuck Taylor All Star 70 Hi for men brings timeless style and everyday comfort. Built with durable canvas uppers, high-top silhouette and classic rubber sole, it’s designed for casual wear — perfect for streetwear, campus days, and relaxed weekends. The iconic profile, reinforced stitching and vintage-inspired details deliver a retro look that pairs easily with jeans or joggers. Lightweight and comfortable for daily use, these Chucks add personality to your wardrobe while keeping a laid-back, versatile aesthetic.",Casual,men,Canvas,$85.00 ,https://images.stockx.com/images/Converse-Chuck-Taylor-All-Star-70-High-Navy-Blue-Baby-Pink.png?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1626899559,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fconverse-chuck-taylor-all-star-70-high-navy-blue-baby-pink,TRUE,Pink
P0198,Puma,Puma Clyde All-Pro,Puma Clyde All-Pro White Blue Atoll,The Puma Clyde All-Pro in White/Blue Atoll updates the Clyde silhouette with a minimalist upper in a neutral tone and suede heel overlays. Multicolored stripes crisscross the upper while leaving the Puma formstrip visible. The all-white sole features decorative lines and Clyde engraved at the heel. A cushioned foam midsole provides responsive underfoot support for extended wear. Low-top construction and a streamlined profile make these suitable for casual and basketball use.,Basketball,men,Leather,$130.00 ,https://images.stockx.com/images/Puma-Clyde-All-Pro-White-Blue-Atoll-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/360/Puma-Clyde-All-Pro-White-Blue-Atoll/Images/Puma-Clyde-All-Pro-White-Blue-Atoll/Lv2/img01.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1637269927,https://images.stockx.com/360/Puma-Clyde-All-Pro-White-Blue-Atoll/Images/Puma-Clyde-All-Pro-White-Blue-Atoll/Lv2/img02.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1637269927,https://images.stockx.com/360/Puma-Clyde-All-Pro-White-Blue-Atoll/Images/Puma-Clyde-All-Pro-White-Blue-Atoll/Lv2/img03.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1637269927,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fpuma-clyde-all-pro-white-blue-atoll,TRUE,White
P0199,Vans,Vans Era,Vans Era Black,"The Vans Era is a timeless skate shoe built for men who value classic style and everyday comfort. Crafted with a durable canvas upper, it delivers lightweight breathability and easy care for long sessions at the park or on the street. The low-profile silhouette and clean lines pair well with casual outfits while providing the flexibility and board feel skaters need. A sturdy rubber sole offers dependable grip and durability, making the Era a reliable choice for skating and daily wear.",Skate,men,Canvas,$50.00 ,https://images.stockx.com/images/Vans-Era-Black.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1742582587,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fvans-era-black,TRUE,Black
P0200,New Balance,New Balance Fresh Foam Beacon v3,New Balance Fresh Foam Beacon v3 Wave Blue,"Step into the New Balance Fresh Foam Beacon v3, a men's running shoe designed for everyday miles. The breathable mesh upper keeps your feet cool while offering a supportive fit, and the sleek silhouette brings modern style to your workout and casual looks. Built for running, it delivers lightweight responsiveness and cushioned comfort for training runs or daily wear. Clean lines and versatile design make it easy to pair with active or streetwear, balancing style and all-day comfort.",Running,men,Mesh,$120.00 ,https://stockx-assets.imgix.net/media/Product-Placeholder-Default-20210415.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fnew-balance-fresh-foam-beacon-v3-wave-blue,TRUE,Blue
P0201,ASICS,ASICS Gel-Kayano 27,ASICS Gel-Kayano 27 Platinum Black Pure Silver,"Built for daily miles, the ASICS Gel-Kayano 27 for men blends performance and street-ready style. A breathable mesh upper keeps feet cool while offering lightweight support during runs. Designed specifically for running, it provides a stable, comfortable fit and dependable support mile after mile. The silhouette balances athletic function with modern, versatile style, making it as suitable for training routes as for casual wear. Expect secure lockdown, soft underfoot comfort, and reliable durability from this running-ready shoe.",Running,men,Mesh,$160.00 ,https://stockx-assets.imgix.net/media/Product-Placeholder-Default-20210415.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fasics-gel-kayano-27-platinum-black-pure-silver,TRUE,Black
P0202,Fila,Fila Original Fitness,Fila Original Fitness White Navy Red,"The Fila Original Fitness men's sneaker blends timeless retro style with modern comfort for everyday fashion wear. Crafted in smooth leather, the low-profile silhouette offers a polished yet casual look that pairs with jeans or tailored joggers. Designed as a fashion shoe, it emphasizes street-ready style without sacrificing comfort — reliable fit, supportive sole, and cushioned feel for all-day wear. A versatile wardrobe staple, this leather Fila model updates classic athletic inspiration for contemporary urban outfits.",Fashion,men,Leather,$75.00 ,https://images.stockx.com/images/Fila-Original-Fitness-White-Navy-Red.png?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1626900681,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Ffila-original-fitness-white-navy-red,TRUE,Black
P0203,Skechers,Skechers Slip-ins Relaxed Fit Equalizer 6.0 Royze,Skechers Slip-ins Relaxed Fit Equalizer 6.0 Royze Black,"The Skechers Slip-ins Relaxed Fit Equalizer 6.0 Royze is a men's walking shoe designed for everyday comfort and easy on-and-off wear. The mesh upper offers lightweight breathability while the relaxed fit delivers room through the forefoot. These slip-ins combine casual style with reliable walking performance, making them ideal for errands, travel, or long strolls. Soft, responsive cushioning and a flexible sole support comfortable steps all day. A versatile, stylish choice for men who prioritize comfort and practicality.",Walking,men,Mesh,$60.00 ,https://images.stockx.com/images/Skechers-Slip-ins-Relaxed-Fit-Equalizer-60-Royze-Black.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1775339439,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fskechers-slip-ins-relaxed-fit-equalizer-60-royze-black,TRUE,Grey
P0204,Nike,Nike Blazer Mid '77,Nike Blazer Mid '77 White Midnight Navy Sail Gym Red,"Step into classic street-ready style with the Nike Blazer Mid '77, a men's casual sneaker crafted in durable leather for everyday wear. The mid-top silhouette delivers vintage-inspired style, while the supportive construction and padded collar provide comfortable all-day fit. Clean lines and a timeless profile make these versatile sneakers ideal for casual outfits, from jeans to athleisure, offering reliable durability and understated fashion for daily use.",Casual,men,Leather,$100.00 ,https://stockx-assets.imgix.net/media/Product-Placeholder-Default-20210415.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fnike-blazer-mid-77-white-midnight-navy-sail-gym-red,TRUE,White/Red/Navy
P0205,adidas,adidas Superstar,adidas Superstar White Black,"The adidas Superstar White Black features a white leather upper with black accents on the three stripes and heel tab. It retains the signature shell toe and uses quality materials intended to provide durability and comfort. Reinforced stitching and leather panels help protect high-wear areas, while the leather upper will soften and conform with wear. The neutral black-and-white colorway pairs with a range of casual outfits.",Casual,men,Leather,$80.00 ,https://images.stockx.com/images/adidas-Superstar-White-Black-2019-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/360/adidas-Superstar-White-Black-2019/Images/adidas-Superstar-White-Black-2019/Lv2/img01.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1654605612,https://images.stockx.com/360/adidas-Superstar-White-Black-2019/Images/adidas-Superstar-White-Black-2019/Lv2/img02.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1654605612,https://images.stockx.com/360/adidas-Superstar-White-Black-2019/Images/adidas-Superstar-White-Black-2019/Lv2/img03.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1654605612,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fadidas-superstar-white-black-2019,TRUE,White/Black
P0206,Reebok,Reebok Zig Kinetica 2.5 Edge,Reebok Zig Kinetica 2.5 Edge Spyder White Black Scarlet,"Reebok Zig Kinetica 2.5 Edge for men blends bold style and everyday comfort in a running-ready silhouette. The breathable mesh upper keeps feet cool during training and long runs, while the sculpted midsole and supportive fit deliver stable, comfortable wear mile after mile. Sleek lines and modern accents make these sneakers as stylish for streetwear as they are functional for running sessions. Lightweight and responsive, they offer a confident ride whether you’re hitting the pavement or outfitting a casual look.",Running,men,Mesh,$120.00 ,https://images.stockx.com/images/Reebok-Zig-Kinetica-25-Edge-Spyder-White-Black-Scarlet.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1769721932,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Freebok-zig-kinetica-25-edge-spyder-white-black-scarlet,TRUE,White/Black
P0207,Converse,Converse Jack Purcell,Converse Jack Purcell White,"The Converse Jack Purcell men's casual sneaker blends timeless style with everyday comfort. Built with durable canvas uppers, this casual shoe is ideal for daily wear and relaxed weekend looks. The clean silhouette and subtle branding make it easy to pair with jeans or chinos, while a supportive fit keeps your feet comfortable during long days on the go. Simple, versatile and understated, it's a reliable choice for effortless casual style.",Casual,men,Canvas,$70.00 ,https://images.stockx.com/images/Converse-Jack-Purcell-White.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1659418289,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fconverse-jack-purcell-white,TRUE,White/Navy
P0208,Puma,Puma Suede Classic XXI,Puma Suede Classic XXI Shocking Pink,"Puma Suede Classic XXI for women blends timeless style with everyday comfort. The supple suede upper gives a soft, premium look while the low-profile silhouette suits casual wear from errands to weekend outings. Clean lines and classic branding keep the aesthetic versatile for pairing with jeans or skirts, and a supportive sole provides reliable underfoot comfort for all-day use. A wardrobe staple, these sneakers bring effortless style and dependable comfort to your casual rotation.",Casual,women,Suede,$65.00 ,https://images.stockx.com/images/Puma-Suede-Classic-XXI-Shocking-Pink.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1722890724,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fpuma-suede-classic-xxi-shocking-pink,TRUE,Pink
P0209,Vans,Vans Sk8-Hi,Vans Sk8-Hi Black White,"Vans Sk8-Hi in black and white is a high-top sneaker with a suede and canvas upper and a rubber outsole. The upper features stitched toe box and side panels and a contrasting white side stripe. A padded collar provides ankle support. Branding includes the ""Vans Off The Wall"" logo on the tongue and on the midsole; the logo appears in red. Suitable for casual wear and skate use, it offers durable materials and classic high-top coverage.",Skate,men,Canvas,$70.00 ,https://images.stockx.com/images/Vans-Sk8-Hi-Black-White-Product.png?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://images.stockx.com/360/Vans-Sk8-Hi-Black-White/Images/Vans-Sk8-Hi-Black-White/Lv2/img01.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1635320349,https://images.stockx.com/360/Vans-Sk8-Hi-Black-White/Images/Vans-Sk8-Hi-Black-White/Lv2/img02.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1635320349,https://images.stockx.com/360/Vans-Sk8-Hi-Black-White/Images/Vans-Sk8-Hi-Black-White/Lv2/img03.jpg?fm=webp&auto=compress&w=559&q=90&dpr=2&updated_at=1635320349,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fvans-sk8-hi-black-white,TRUE,Black/White
P0210,New Balance,New Balance Fresh Foam More v6,New Balance Fresh Foam More v6 Grey Matter True Red Castlerock,"The New Balance Fresh Foam More v6 men's running shoe pairs breathable mesh with a supportive design built for running. A roomy fit and cushioned midsole prioritize comfort on longer miles, while the airy mesh upper keeps feet cool. Clean lines and modern detailing give it everyday style that transitions from runs to casual wear. Durable construction and thoughtful padding make it a dependable option for runners seeking comfort and contemporary looks.",Running,men,Mesh,$165.00 ,https://images.stockx.com/images/New-Balance-Fresh-Foam-More-v6-Grey-Matter-True-Red-Castlerock.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1753507219,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fnew-balance-fresh-foam-more-v6-grey-matter-true-red-castlerock,TRUE,Grey/Purple
P0211,ASICS,ASICS Gel-Kayano 27,ASICS Gel-Kayano 27 Platinum Black Pure Silver,"Step out in the ASICS Gel-Kayano 27, a men's running shoe that blends performance and everyday style. A lightweight mesh upper delivers breathability and a secure fit, while the supportive design is tuned for running and long distances. Clean lines and modern detailing make it equally at home on the road or the street. Built for comfort with a stable, responsive ride, it’s a versatile pick for runners who want dependable support and contemporary style.",Running,men,Mesh,$160.00 ,https://stockx-assets.imgix.net/media/Product-Placeholder-Default-20210415.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fasics-gel-kayano-27-platinum-black-pure-silver,TRUE,Black/Green
P0212,Fila,Fila Original Fitness,Fila Original Fitness White Navy Red,"Step out in retro-inspired style with the Fila Original Fitness, a men's fashion sneaker designed for everyday wear. Constructed with durable synthetic material, it delivers a sleek, clean look that pairs easily with casual and smart-casual outfits. The low-profile silhouette emphasizes classic Fila styling while offering comfortable support for all-day use. Whether dressing up jeans or finishing a laid-back weekend outfit, these sneakers balance style and comfort for versatile, city-ready footwear.",Fashion,men,Synthetic,$75.00 ,https://images.stockx.com/images/Fila-Original-Fitness-White-Navy-Red.png?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1626900681,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Ffila-original-fitness-white-navy-red,TRUE,Cream
P0213,Skechers,Skechers D'Lites Spring Bloom,Skechers D'Lites Spring Bloom Pink (Women's),"The Skechers D'Lites Spring Bloom combines timeless street style with everyday walking comfort. Crafted in smooth leather with floral-inspired accents, this women's walking shoe offers a supportive fit and breathable lining for all-day wear. The chunky, retro-inspired silhouette adds on-trend appeal while a lightweight, flexible outsole provides steady traction and mobility on city streets or park paths. Perfect for daily errands or casual outings, it blends style and comfort so you can keep moving with confidence.",Walking,women,Leather,$70.00 ,https://images.stockx.com/images/Skechers-DLites-Spring-Bloom-Pink-Womens.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1776070112,,,,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fskechers-dlites-spring-bloom-pink-womens,TRUE,White/Black
